Node,Depth,Value
B9,2,4
A3,3,4
B9,2,4
A4,3,4
B9,2,4
A5,3,4
B9,2,4
A6,3,4
B9,2,4
A7,3,4
B9,2,4
A8,3,4
B9,2,4
A9,3,2
B9,2,4
A10,3,2
B9,2,4
A11,3,4
B9,2,4
A9,1,4
B10,2,-Infinity
A2,3,4
B10,2,4
A3,3,4
B10,2,4
A4,3,4
B10,2,4
A5,3,4
B10,2,4
A6,3,4
B10,2,4
A7,3,4
B10,2,4
A8,3,4
B10,2,4
A9,3,2
B10,2,4
A10,3,2
B10,2,4
A11,3,4
B10,2,4
A9,1,4
B11,2,-Infinity
A2,3,4
B11,2,4
A3,3,4
B11,2,4
A4,3,4
B11,2,4
A5,3,4
B11,2,4
A6,3,4
B11,2,4
A7,3,4
B11,2,4
A8,3,4
B11,2,4
A9,3,2
B11,2,4
A10,3,2
B11,2,4
A11,3,4
B11,2,4
A9,1,4
A10,1,4
A10,1,Infinity
B2,2,Infinity
B2,2,-Infinity
A2,3,2
B2,2,2
A3,3,2
B2,2,2
A4,3,2
B2,2,2
A5,3,2
B2,2,2
A6,3,2
B2,2,2
A7,3,2
B2,2,2
A8,3,2
B2,2,2
A9,3,2
B2,2,2
A10,3,0
B2,2,2
A11,3,2
B2,2,2
B2,2,2
B3,2,-Infinity
A2,3,0
B3,2,0
A3,3,0
B3,2,0
A4,3,0
B3,2,0
A5,3,0
B3,2,0
A6,3,0
B3,2,0
A7,3,0
B3,2,0
A8,3,0
B3,2,0
A9,3,0
B3,2,0
A10,3,-2
B3,2,0
A11,3,0
B3,2,0
B2,2,0
B4,2,-Infinity
A2,3,0
B4,2,0
A3,3,0
B4,2,0
A4,3,0
B4,2,0
A5,3,0
B4,2,0
A6,3,0
B4,2,0
A7,3,0
B4,2,0
A8,3,0
B4,2,0
A9,3,0
B4,2,0
A10,3,-2
B4,2,0
A11,3,0
B4,2,0
B2,2,0
B5,2,-Infinity
A2,3,0
B5,2,0
A3,3,0
B5,2,0
A4,3,0
B5,2,0
A5,3,0
B5,2,0
A6,3,0
B5,2,0
A7,3,0
B5,2,0
A8,3,0
B5,2,0
A9,3,0
B5,2,0
A10,3,-2
B5,2,0
A11,3,0
B5,2,0
B2,2,0
B6,2,-Infinity
A2,3,0
B6,2,0
A3,3,0
B6,2,0
A4,3,0
B6,2,0
A5,3,0
B6,2,0
A6,3,0
B6,2,0
A7,3,0
B6,2,0
A8,3,0
B6,2,0
A9,3,0
B6,2,0
A10,3,-2
B6,2,0
A11,3,0
B6,2,0
B2,2,0
B7,2,-Infinity
A2,3,0
B7,2,0
A3,3,0
B7,2,0
A4,3,0
B7,2,0
A5,3,0
B7,2,0
A6,3,0
B7,2,0
A7,3,0
B7,2,0
A8,3,0
B7,2,0
A9,3,0
B7,2,0
A10,3,-2
B7,2,0
A11,3,0
B7,2,0
B2,2,0
B8,2,-Infinity
A2,3,0
B8,2,0
A3,3,0
B8,2,0
A4,3,0
B8,2,0
A5,3,0
B8,2,0
A6,3,0
B8,2,0
A7,3,0
B8,2,0
A8,3,0
B8,2,0
A9,3,0
B8,2,0
A10,3,-2
B8,2,0
A11,3,0
B8,2,0
B2,2,0
B9,2,-Infinity
A2,3,0
B9,2,0
A3,3,0
B9,2,0
A4,3,0
B9,2,0
A5,3,0
B9,2,0
A6,3,0
B9,2,0
A7,3,0
B9,2,0
A8,3,0
B9,2,0
A9,3,0
B9,2,0
A10,3,-2
B9,2,0
A11,3,0
B9,2,0
B2,2,0
B10,2,-Infinity
A2,3,0
B10,2,0
A3,3,0
B10,2,0
A4,3,0
B10,2,0
A5,3,0
B10,2,0
A6,3,0
B10,2,0
A7,3,0
B10,2,0
A8,3,0
B10,2,0
A9,3,0
B10,2,0
A10,3,-2
B10,2,0
A11,3,0
B10,2,0
B2,2,0
B11,2,-Infinity
A2,3,0
B11,2,0
A3,3,0
B11,2,0
A4,3,0
B11,2,0
A5,3,0
B11,2,0
A6,3,0
B11,2,0
A7,3,0
B11,2,0
A8,3,0
B11,2,0
A9,3,0
B11,2,0
A10,3,-2
B11,2,0
A11,3,0
B11,2,0
B2,2,0
A10,1,0
B3,2,-Infinity
A2,3,2
B3,2,2
A3,3,2
B3,2,2
A4,3,2
B3,2,2
A5,3,2
B3,2,2
A6,3,2
B3,2,2
A7,3,2
B3,2,2
A8,3,2
B3,2,2
A9,3,2
B3,2,2
A10,3,0
B3,2,2
A11,3,2
B3,2,2
A10,1,0
B4,2,-Infinity
A2,3,2
B4,2,2
A3,3,2
B4,2,2
A4,3,2
B4,2,2
A5,3,2
B4,2,2
A6,3,2
B4,2,2
A7,3,2
B4,2,2
A8,3,2
B4,2,2
A9,3,2
B4,2,2
A10,3,0
B4,2,2
A11,3,2
B4,2,2
A10,1,0
B5,2,-Infinity
A2,3,2
B5,2,2
A3,3,2
B5,2,2
A4,3,2
B5,2,2
A5,3,2
B5,2,2
A6,3,2
B5,2,2
A7,3,2
B5,2,2
A8,3,2
B5,2,2
A9,3,2
B5,2,2
A10,3,0
B5,2,2
A11,3,2
B5,2,2
A10,1,0
B6,2,-Infinity
A2,3,2
B6,2,2
A3,3,2
B6,2,2
A4,3,2
B6,2,2
A5,3,2
B6,2,2
A6,3,2
B6,2,2
A7,3,2
B6,2,2
A8,3,2
B6,2,2
A9,3,2
B6,2,2
A10,3,0
B6,2,2
A11,3,2
B6,2,2
A10,1,0
B7,2,-Infinity
A2,3,2
B7,2,2
A3,3,2
B7,2,2
A4,3,2
B7,2,2
A5,3,2
B7,2,2
A6,3,2
B7,2,2
A7,3,2
B7,2,2
A8,3,2
B7,2,2
A9,3,2
B7,2,2
A10,3,0
B7,2,2
A11,3,2
B7,2,2
A10,1,0
B8,2,-Infinity
A2,3,2
B8,2,2
A3,3,2
B8,2,2
A4,3,2
B8,2,2
A5,3,2
B8,2,2
A6,3,2
B8,2,2
A7,3,2
B8,2,2
A8,3,2
B8,2,2
A9,3,2
B8,2,2
A10,3,0
B8,2,2
A11,3,2
B8,2,2
A10,1,0
B9,2,-Infinity
A2,3,2
B9,2,2
A3,3,2
B9,2,2
A4,3,2
B9,2,2
A5,3,2
B9,2,2
A6,3,2
B9,2,2
A7,3,2
B9,2,2
A8,3,2
B9,2,2
A9,3,2
B9,2,2
A10,3,0
B9,2,2
A11,3,2
B9,2,2
A10,1,0
B10,2,-Infinity
A2,3,2
B10,2,2
A3,3,2
B10,2,2
A4,3,2
B10,2,2
A5,3,2
B10,2,2
A6,3,2
B10,2,2
A7,3,2
B10,2,2
A8,3,2
B10,2,2
A9,3,2
B10,2,2
A10,3,0
B10,2,2
A11,3,2
B10,2,2
A10,1,0
B11,2,-Infinity
A2,3,2
B11,2,2
A3,3,2
B11,2,2
A4,3,2
B11,2,2
A5,3,2
B11,2,2
A6,3,2
B11,2,2
A7,3,2
B11,2,2
A8,3,2
B11,2,2
A9,3,2
B11,2,2
A10,3,0
B11,2,2
A11,3,2
B11,2,2
A10,1,0
A10,1,4
A11,1,-Infinity
A2,1,Infinity
B2,2,-Infinity
A2,3,5
B2,2,5
A3,3,6
B2,2,6
A4,3,6
B2,2,6
A5,3,6
B2,2,6
A6,3,6
B2,2,6
A7,3,6
B2,2,6
A8,3,6
B2,2,6
A9,3,6
B2,2,6
A10,3,4
B2,2,6
A11,3,4
B2,2,6
A2,1,6
B3,2,-Infinity
A2,3,5
B3,2,5
A3,3,6
B3,2,6
A4,3,6
B3,2,6
A5,3,6
B3,2,6
A6,3,6
B3,2,6
A7,3,6
B3,2,6
A8,3,6
B3,2,6
A9,3,6
B3,2,6
A10,3,4
B3,2,6
A11,3,4
B3,2,6
A2,1,6
B4,2,-Infinity
A2,3,5
B4,2,5
A3,3,6
B4,2,6
A4,3,6
B4,2,6
A5,3,6
B4,2,6
A6,3,6
B4,2,6
A7,3,6
B4,2,6
A8,3,6
B4,2,6
A9,3,6
B4,2,6
A10,3,4
B4,2,6
A11,3,4
B4,2,6
A2,1,6
B5,2,-Infinity
A2,3,5
B5,2,5
A3,3,6
B5,2,6
A4,3,6
B5,2,6
A5,3,6
B5,2,6
A6,3,6
B5,2,6
A7,3,6
B5,2,6
A8,3,6
B5,2,6
A9,3,6
B5,2,6
A10,3,4
B5,2,6
A11,3,4
B5,2,6
A2,1,6
B6,2,-Infinity
A2,3,5
B6,2,5
A3,3,6
B6,2,6
A4,3,6
B6,2,6
A5,3,6
B6,2,6
A6,3,6
B6,2,6
A7,3,6
B6,2,6
A8,3,6
B6,2,6
A9,3,6
B6,2,6
A10,3,4
B6,2,6
A11,3,4
B6,2,6
A2,1,6
B7,2,-Infinity
A2,3,5
B7,2,5
A3,3,6
B7,2,6
A4,3,6
B7,2,6
A5,3,6
B7,2,6
A6,3,6
B7,2,6
A7,3,6
B7,2,6
A8,3,6
B7,2,6
A9,3,6
B7,2,6
A10,3,4
B7,2,6
A11,3,4
B7,2,6
A2,1,6
B8,2,-Infinity
A2,3,5
B8,2,5
A3,3,6
B8,2,6
A4,3,6
B8,2,6
A5,3,6
B8,2,6
A6,3,6
B8,2,6
A7,3,6
B8,2,6
A8,3,6
B8,2,6
A9,3,6
B8,2,6
A10,3,4
B8,2,6
A11,3,4
B8,2,6
A2,1,6
B9,2,-Infinity
A2,3,5
B9,2,5
A3,3,6
B9,2,6
A4,3,6
B9,2,6
A5,3,6
B9,2,6
A6,3,6
B9,2,6
A7,3,6
B9,2,6
A8,3,6
B9,2,6
A9,3,6
B9,2,6
A10,3,4
B9,2,6
A11,3,4
B9,2,6
A2,1,6
B10,2,-Infinity
A2,3,5
B10,2,5
A3,3,6
B10,2,6
A4,3,6
B10,2,6
A5,3,6
B10,2,6
A6,3,6
B10,2,6
A7,3,6
B10,2,6
A8,3,6
B10,2,6
A9,3,6
B10,2,6
A10,3,4
B10,2,6
A11,3,4
B10,2,6
A2,1,6
B11,2,-Infinity
A2,3,5
B11,2,5
A3,3,6
B11,2,6
A4,3,6
B11,2,6
A5,3,6
B11,2,6
A6,3,6
B11,2,6
A7,3,6
B11,2,6
A8,3,6
B11,2,6
A9,3,6
B11,2,6
A10,3,4
B11,2,6
A11,3,4
B11,2,6
A2,1,6
A11,1,6
A3,1,Infinity
B2,2,-Infinity
A2,3,6
B2,2,6
A3,3,-Infinity
A2,3,7
A3,3,7
A4,3,7
A3,3,7
A5,3,7
A3,3,7
A6,3,7
A3,3,7
A7,3,7
A3,3,7
A8,3,7
A3,3,7
A9,3,7
A3,3,7
A10,3,5
A3,3,7
A11,3,5
A3,3,7
B2,2,7
A4,3,6
B2,2,7
A5,3,6
B2,2,7
A6,3,6
B2,2,7
A7,3,6
B2,2,7
A8,3,6
B2,2,7
A9,3,6
B2,2,7
A10,3,4
B2,2,7
A11,3,4
B2,2,7
A3,1,7
B3,2,-Infinity
A2,3,6
B3,2,6
A3,3,-Infinity
A2,3,7
A3,3,7
A4,3,7
A3,3,7
A5,3,7
A3,3,7
A6,3,7
A3,3,7
A7,3,7
A3,3,7
A8,3,7
A3,3,7
A9,3,7
A3,3,7
A10,3,5
A3,3,7
A11,3,5
A3,3,7
B3,2,7
A4,3,6
B3,2,7
A5,3,6
B3,2,7
A6,3,6
B3,2,7
A7,3,6
B3,2,7
A8,3,6
B3,2,7
A9,3,6
B3,2,7
A10,3,4
B3,2,7
A11,3,4
B3,2,7
A3,1,7
B4,2,-Infinity
A2,3,6
B4,2,6
A3,3,-Infinity
A2,3,7
A3,3,7
A4,3,7
A3,3,7
A5,3,7
A3,3,7
A6,3,7
A3,3,7
A7,3,7
A3,3,7
A8,3,7
A3,3,7
A9,3,7
A3,3,7
A10,3,5
A3,3,7
A11,3,5
A3,3,7
B4,2,7
A4,3,6
B4,2,7
A5,3,6
B4,2,7
A6,3,6
B4,2,7
A7,3,6
B4,2,7
A8,3,6
B4,2,7
A9,3,6
B4,2,7
A10,3,4
B4,2,7
A11,3,4
B4,2,7
A3,1,7
B5,2,-Infinity
A2,3,6
B5,2,6
A3,3,-Infinity
A2,3,7
A3,3,7
A4,3,7
A3,3,7
A5,3,7
A3,3,7
A6,3,7
A3,3,7
A7,3,7
A3,3,7
A8,3,7
A3,3,7
A9,3,7
A3,3,7
A10,3,5
A3,3,7
A11,3,5
A3,3,7
B5,2,7
A4,3,6
B5,2,7
A5,3,6
B5,2,7
A6,3,6
B5,2,7
A7,3,6
B5,2,7
A8,3,6
B5,2,7
A9,3,6
B5,2,7
A10,3,4
B5,2,7
A11,3,4
B5,2,7
A3,1,7
B6,2,-Infinity
A2,3,6
B6,2,6
A3,3,-Infinity
A2,3,7
A3,3,7
A4,3,7
A3,3,7
A5,3,7
A3,3,7
A6,3,7
A3,3,7
A7,3,7
A3,3,7
A8,3,7
A3,3,7
A9,3,7
A3,3,7
A10,3,5
A3,3,7
A11,3,5
A3,3,7
B6,2,7
A4,3,6
B6,2,7
A5,3,6
B6,2,7
A6,3,6
B6,2,7
A7,3,6
B6,2,7
A8,3,6
B6,2,7
A9,3,6
B6,2,7
A10,3,4
B6,2,7
A11,3,4
B6,2,7
A3,1,7
B7,2,-Infinity
A2,3,6
B7,2,6
A3,3,-Infinity
A2,3,7
A3,3,7
A4,3,7
A3,3,7
A5,3,7
A3,3,7
A6,3,7
A3,3,7
A7,3,7
A3,3,7
A8,3,7
A3,3,7
A9,3,7
A3,3,7
A10,3,5
A3,3,7
A11,3,5
A3,3,7
B7,2,7
A4,3,6
B7,2,7
A5,3,6
B7,2,7
A6,3,6
B7,2,7
A7,3,6
B7,2,7
A8,3,6
B7,2,7
A9,3,6
B7,2,7
A10,3,4
B7,2,7
A11,3,4
B7,2,7
A3,1,7
B8,2,-Infinity
A2,3,6
B8,2,6
A3,3,5
B8,2,6
A4,3,6
B8,2,6
A5,3,6
B8,2,6
A6,3,6
B8,2,6
A7,3,6
B8,2,6
A8,3,6
B8,2,6
A9,3,6
B8,2,6
A10,3,4
B8,2,6
A11,3,4
B8,2,6
A3,1,6
B9,2,-Infinity
A2,3,6
B9,2,6
A3,3,5
B9,2,6
A4,3,6
B9,2,6
A5,3,6
B9,2,6
A6,3,6
B9,2,6
A7,3,6
B9,2,6
A8,3,6
B9,2,6
A9,3,6
B9,2,6
A10,3,4
B9,2,6
A11,3,4
B9,2,6
A3,1,6
B10,2,-Infinity
A2,3,6
B10,2,6
A3,3,5
B10,2,6
A4,3,6
B10,2,6
A5,3,6
B10,2,6
A6,3,6
B10,2,6
A7,3,6
B10,2,6
A8,3,6
B10,2,6
A9,3,6
B10,2,6
A10,3,4
B10,2,6
A11,3,4
B10,2,6
A3,1,6
B11,2,-Infinity
A2,3,6
B11,2,6
A3,3,5
B11,2,6
A4,3,6
B11,2,6
A5,3,6
B11,2,6
A6,3,6
B11,2,6
A7,3,6
B11,2,6
A8,3,6
B11,2,6
A9,3,6
B11,2,6
A10,3,4
B11,2,6
A11,3,4
B11,2,6
A3,1,6
A11,1,6
A4,1,Infinity
B2,2,-Infinity
A2,3,6
B2,2,6
A3,3,6
B2,2,6
A4,3,4
B2,2,6
A5,3,6
B2,2,6
A6,3,6
B2,2,6
A7,3,6
B2,2,6
A8,3,6
B2,2,6
A9,3,6
B2,2,6
A10,3,4
B2,2,6
A11,3,4
B2,2,6
A4,1,6
B3,2,-Infinity
A2,3,6
B3,2,6
A3,3,6
B3,2,6
A4,3,4
B3,2,6
A5,3,6
B3,2,6
A6,3,6
B3,2,6
A7,3,6
B3,2,6
A8,3,6
B3,2,6
A9,3,6
B3,2,6
A10,3,4
B3,2,6
A11,3,4
B3,2,6
A4,1,6
B4,2,-Infinity
A2,3,6
B4,2,6
A3,3,6
B4,2,6
A4,3,4
B4,2,6
A5,3,6
B4,2,6
A6,3,6
B4,2,6
A7,3,6
B4,2,6
A8,3,6
B4,2,6
A9,3,6
B4,2,6
A10,3,4
B4,2,6
A11,3,4
B4,2,6
A4,1,6
B5,2,-Infinity
A2,3,6
B5,2,6
A3,3,6
B5,2,6
A4,3,4
B5,2,6
A5,3,6
B5,2,6
A6,3,6
B5,2,6
A7,3,6
B5,2,6
A8,3,6
B5,2,6
A9,3,6
B5,2,6
A10,3,4
B5,2,6
A11,3,4
B5,2,6
A4,1,6
B6,2,-Infinity
A2,3,6
B6,2,6
A3,3,6
B6,2,6
A4,3,4
B6,2,6
A5,3,6
B6,2,6
A6,3,6
B6,2,6
A7,3,6
B6,2,6
A8,3,6
B6,2,6
A9,3,6
B6,2,6
A10,3,4
B6,2,6
A11,3,4
B6,2,6
A4,1,6
B7,2,-Infinity
A2,3,6
B7,2,6
A3,3,6
B7,2,6
A4,3,-Infinity
A2,3,7
A4,3,7
A3,3,7
A4,3,7
A5,3,7
A4,3,7
A6,3,7
A4,3,7
A7,3,7
A4,3,7
A8,3,7
A4,3,7
A9,3,7
A4,3,7
A10,3,41
A4,3,41
A11,3,5
A4,3,41
B7,2,41
A5,3,6
B7,2,41
A6,3,6
B7,2,41
A7,3,6
B7,2,41
A8,3,6
B7,2,41
A9,3,6
B7,2,41
A10,3,4
B7,2,41
A11,3,4
B7,2,41
A4,1,6
B8,2,-Infinity
A2,3,6
B8,2,6
A3,3,6
B8,2,6
A4,3,-Infinity
A2,3,7
A4,3,7
A3,3,7
A4,3,7
A5,3,7
A4,3,7
A6,3,7
A4,3,7
A7,3,7
A4,3,7
A8,3,7
A4,3,7
A9,3,7
A4,3,7
A10,3,41
A4,3,41
A11,3,5
A4,3,41
B8,2,41
A5,3,6
B8,2,41
A6,3,6
B8,2,41
A7,3,6
B8,2,41
A8,3,6
B8,2,41
A9,3,6
B8,2,41
A10,3,4
B8,2,41
A11,3,4
B8,2,41
A4,1,6
B9,2,-Infinity
A2,3,6
B9,2,6
A3,3,6
B9,2,6
A4,3,-Infinity
A2,3,7
A4,3,7
A3,3,7
A4,3,7
A5,3,7
A4,3,7
A6,3,7
A4,3,7
A7,3,7
A4,3,7
A8,3,7
A4,3,7
A9,3,7
A4,3,7
A10,3,41
A4,3,41
A11,3,5
A4,3,41
B9,2,41
A5,3,6
B9,2,41
A6,3,6
B9,2,41
A7,3,6
B9,2,41
A8,3,6
B9,2,41
A9,3,6
B9,2,41
A10,3,4
B9,2,41
A11,3,4
B9,2,41
A4,1,6
B10,2,-Infinity
A2,3,6
B10,2,6
A3,3,6
B10,2,6
A4,3,-Infinity
A2,3,7
A4,3,7
A3,3,7
A4,3,7
A5,3,7
A4,3,7
A6,3,7
A4,3,7
A7,3,7
A4,3,7
A8,3,7
A4,3,7
A9,3,7
A4,3,7
A10,3,41
A4,3,41
A11,3,5
A4,3,41
B10,2,41
A5,3,6
B10,2,41
A6,3,6
B10,2,41
A7,3,6
B10,2,41
A8,3,6
B10,2,41
A9,3,6
B10,2,41
A10,3,4
B10,2,41
A11,3,4
B10,2,41
A4,1,6
B11,2,-Infinity
A2,3,6
B11,2,6
A3,3,6
B11,2,6
A4,3,-Infinity
A2,3,7
A4,3,7
A3,3,7
A4,3,7
A5,3,7
A4,3,7
A6,3,7
A4,3,7
A7,3,7
A4,3,7
A8,3,7
A4,3,7
A9,3,7
A4,3,7
A10,3,41
A4,3,41
A11,3,5
A4,3,41
B11,2,41
A5,3,6
B11,2,41
A6,3,6
B11,2,41
A7,3,6
B11,2,41
A8,3,6
B11,2,41
A9,3,6
B11,2,41
A10,3,4
B11,2,41
A11,3,4
B11,2,41
A4,1,6
A11,1,6
A5,1,Infinity
B2,2,-Infinity
A2,3,6
B2,2,6
A3,3,6
B2,2,6
A4,3,6
B2,2,6
A5,3,4
B2,2,6
A6,3,6
B2,2,6
A7,3,6
B2,2,6
A8,3,6
B2,2,6
A9,3,6
B2,2,6
A10,3,4
B2,2,6
A11,3,4
B2,2,6
A5,1,6
B3,2,-Infinity
A2,3,6
B3,2,6
A3,3,6
B3,2,6
A4,3,6
B3,2,6
A5,3,4
B3,2,6
A6,3,6
B3,2,6
A7,3,6
B3,2,6
A8,3,6
B3,2,6
A9,3,6
B3,2,6
A10,3,4
B3,2,6
A11,3,4
B3,2,6
A5,1,6
B4,2,-Infinity
A2,3,6
B4,2,6
A3,3,6
B4,2,6
A4,3,6
B4,2,6
A5,3,4
B4,2,6
A6,3,6
B4,2,6
A7,3,6
B4,2,6
A8,3,6
B4,2,6
A9,3,6
B4,2,6
A10,3,4
B4,2,6
A11,3,4
B4,2,6
A5,1,6
B5,2,-Infinity
A2,3,6
B5,2,6
A3,3,6
B5,2,6
A4,3,6
B5,2,6
A5,3,4
B5,2,6
A6,3,6
B5,2,6
A7,3,6
B5,2,6
A8,3,6
B5,2,6
A9,3,6
B5,2,6
A10,3,4
B5,2,6
A11,3,4
B5,2,6
A5,1,6
B6,2,-Infinity
A2,3,6
B6,2,6
A3,3,6
B6,2,6
A4,3,6
B6,2,6
A5,3,4
B6,2,6
A6,3,6
B6,2,6
A7,3,6
B6,2,6
A8,3,6
B6,2,6
A9,3,6
B6,2,6
A10,3,4
B6,2,6
A11,3,4
B6,2,6
A5,1,6
B7,2,-Infinity
A2,3,6
B7,2,6
A3,3,6
B7,2,6
A4,3,6
B7,2,6
A5,3,4
B7,2,6
A6,3,6
B7,2,6
A7,3,6
B7,2,6
A8,3,6
B7,2,6
A9,3,6
B7,2,6
A10,3,4
B7,2,6
A11,3,4
B7,2,6
A5,1,6
B8,2,-Infinity
A2,3,6
B8,2,6
A3,3,6
B8,2,6
A4,3,6
B8,2,6
A5,3,4
B8,2,6
A6,3,6
B8,2,6
A7,3,6
B8,2,6
A8,3,6
B8,2,6
A9,3,6
B8,2,6
A10,3,4
B8,2,6
A11,3,4
B8,2,6
A5,1,6
B9,2,-Infinity
A2,3,6
B9,2,6
A3,3,6
B9,2,6
A4,3,6
B9,2,6
A5,3,4
B9,2,6
A6,3,6
B9,2,6
A7,3,6
B9,2,6
A8,3,6
B9,2,6
A9,3,6
B9,2,6
A10,3,4
B9,2,6
A11,3,4
B9,2,6
A5,1,6
B10,2,-Infinity
A2,3,6
B10,2,6
A3,3,6
B10,2,6
A4,3,6
B10,2,6
A5,3,4
B10,2,6
A6,3,6
B10,2,6
A7,3,6
B10,2,6
A8,3,6
B10,2,6
A9,3,6
B10,2,6
A10,3,4
B10,2,6
A11,3,4
B10,2,6
A5,1,6
B11,2,-Infinity
A2,3,6
B11,2,6
A3,3,6
B11,2,6
A4,3,6
B11,2,6
A5,3,4
B11,2,6
A6,3,6
B11,2,6
A7,3,6
B11,2,6
A8,3,6
B11,2,6
A9,3,6
B11,2,6
A10,3,4
B11,2,6
A11,3,4
B11,2,6
A5,1,6
A11,1,6
A6,1,Infinity
B2,2,-Infinity
A2,3,6
B2,2,6
A3,3,6
B2,2,6
A4,3,6
B2,2,6
A5,3,6
B2,2,6
A6,3,4
B2,2,6
A7,3,6
B2,2,6
A8,3,6
B2,2,6
A9,3,6
B2,2,6
A10,3,4
B2,2,6
A11,3,4
B2,2,6
A6,1,6
B3,2,-Infinity
A2,3,6
B3,2,6
A3,3,6
B3,2,6
A4,3,6
B3,2,6
A5,3,6
B3,2,6
A6,3,4
B3,2,6
A7,3,6
B3,2,6
A8,3,6
B3,2,6
A9,3,6
B3,2,6
A10,3,4
B3,2,6
A11,3,4
B3,2,6
A6,1,6
B4,2,-Infinity
A2,3,6
B4,2,6
A3,3,6
B4,2,6
A4,3,6
B4,2,6
A5,3,6
B4,2,6
A6,3,4
B4,2,6
A7,3,6
B4,2,6
A8,3,6
B4,2,6
A9,3,6
B4,2,6
A10,3,4
B4,2,6
A11,3,4
B4,2,6
A6,1,6
B5,2,-Infinity
A2,3,6
B5,2,6
A3,3,6
B5,2,6
A4,3,6
B5,2,6
A5,3,6
B5,2,6
A6,3,4
B5,2,6
A7,3,6
B5,2,6
A8,3,6
B5,2,6
A9,3,6
B5,2,6
A10,3,4
B5,2,6
A11,3,4
B5,2,6
A6,1,6
B6,2,-Infinity
A2,3,6
B6,2,6
A3,3,6
B6,2,6
A4,3,6
B6,2,6
A5,3,6
B6,2,6
A6,3,4
B6,2,6
A7,3,6
B6,2,6
A8,3,6
B6,2,6
A9,3,6
B6,2,6
A10,3,4
B6,2,6
A11,3,4
B6,2,6
A6,1,6
B7,2,-Infinity
A2,3,6
B7,2,6
A3,3,6
B7,2,6
A4,3,6
B7,2,6
A5,3,6
B7,2,6
A6,3,4
B7,2,6
A7,3,6
B7,2,6
A8,3,6
B7,2,6
A9,3,6
B7,2,6
A10,3,4
B7,2,6
A11,3,4
B7,2,6
A6,1,6
B8,2,-Infinity
A2,3,6
B8,2,6
A3,3,6
B8,2,6
A4,3,6
B8,2,6
A5,3,6
B8,2,6
A6,3,4
B8,2,6
A7,3,6
B8,2,6
A8,3,6
B8,2,6
A9,3,6
B8,2,6
A10,3,4
B8,2,6
A11,3,4
B8,2,6
A6,1,6
B9,2,-Infinity
A2,3,6
B9,2,6
A3,3,6
B9,2,6
A4,3,6
B9,2,6
A5,3,6
B9,2,6
A6,3,4
B9,2,6
A7,3,6
B9,2,6
A8,3,6
B9,2,6
A9,3,6
B9,2,6
A10,3,4
B9,2,6
A11,3,4
B9,2,6
A6,1,6
B10,2,-Infinity
A2,3,6
B10,2,6
A3,3,6
B10,2,6
A4,3,6
B10,2,6
A5,3,6
B10,2,6
A6,3,4
B10,2,6
A7,3,6
B10,2,6
A8,3,6
B10,2,6
A9,3,6
B10,2,6
A10,3,4
B10,2,6
A11,3,4
B10,2,6
A6,1,6
B11,2,-Infinity
A2,3,6
B11,2,6
A3,3,6
B11,2,6
A4,3,6
B11,2,6
A5,3,6
B11,2,6
A6,3,4
B11,2,6
A7,3,6
B11,2,6
A8,3,6
B11,2,6
A9,3,6
B11,2,6
A10,3,4
B11,2,6
A11,3,4
B11,2,6
A6,1,6
A11,1,6
A7,1,Infinity
B2,2,-Infinity
A2,3,6
B2,2,6
A3,3,6
B2,2,6
A4,3,6
B2,2,6
A5,3,6
B2,2,6
A6,3,6
B2,2,6
A7,3,4
B2,2,6
A8,3,6
B2,2,6
A9,3,6
B2,2,6
A10,3,4
B2,2,6
A11,3,4
B2,2,6
A7,1,6
B3,2,-Infinity
A2,3,6
B3,2,6
A3,3,6
B3,2,6
A4,3,6
B3,2,6
A5,3,6
B3,2,6
A6,3,6
B3,2,6
A7,3,4
B3,2,6
A8,3,6
B3,2,6
A9,3,6
B3,2,6
A10,3,4
B3,2,6
A11,3,4
B3,2,6
A7,1,6
B4,2,-Infinity
A2,3,6
B4,2,6
A3,3,6
B4,2,6
A4,3,6
B4,2,6
A5,3,6
B4,2,6
A6,3,6
B4,2,6
A7,3,4
B4,2,6
A8,3,6
B4,2,6
A9,3,6
B4,2,6
A10,3,4
B4,2,6
A11,3,4
B4,2,6
A7,1,6
B5,2,-Infinity
A2,3,6
B5,2,6
A3,3,6
B5,2,6
A4,3,6
B5,2,6
A5,3,6
B5,2,6
A6,3,6
B5,2,6
A7,3,4
B5,2,6
A8,3,6
B5,2,6
A9,3,6
B5,2,6
A10,3,4
B5,2,6
A11,3,4
B5,2,6
A7,1,6
B6,2,-Infinity
A2,3,6
B6,2,6
A3,3,6
B6,2,6
A4,3,6
B6,2,6
A5,3,6
B6,2,6
A6,3,6
B6,2,6
A7,3,4
B6,2,6
A8,3,6
B6,2,6
A9,3,6
B6,2,6
A10,3,4
B6,2,6
A11,3,4
B6,2,6
A7,1,6
B7,2,-Infinity
A2,3,6
B7,2,6
A3,3,6
B7,2,6
A4,3,6
B7,2,6
A5,3,6
B7,2,6
A6,3,6
B7,2,6
A7,3,4
B7,2,6
A8,3,6
B7,2,6
A9,3,6
B7,2,6
A10,3,4
B7,2,6
A11,3,4
B7,2,6
A7,1,6
B8,2,-Infinity
A2,3,6
B8,2,6
A3,3,6
B8,2,6
A4,3,6
B8,2,6
A5,3,6
B8,2,6
A6,3,6
B8,2,6
A7,3,4
B8,2,6
